"id","name","address","phone","email","website","sub_district_id","nu_district_id","created_by","updated_by","created_at","updated_at","lat","long"
144,MWC NU CIKARANG PUSAT,"","","","",3216022,74,14,,"2021-06-16 08:20:43","2021-06-16 08:20:43","",""
145,MWC NU CIKARANG TIMUR,Jln. Kp. Kalenderwak Rt 04/01 Desa Karangsari,"",jayamarjaya37@gmail.com,"",3216041,74,14,14,"2021-06-16 08:21:26","2021-09-01 15:04:42",-6.249283538344675,"107.2053937971099"
146,MWC NU BOJONG MANGU,"","","","",3216031,74,14,,"2021-06-16 08:22:19","2021-06-16 08:22:19","",""
147,MWC NU KARANGBAHAGIA,"","","","",3216062,74,14,14,"2021-06-16 08:24:38","2021-06-18 02:55:32","",""
148,MWC NU Kawalu,perum Tamansari indah Kel. Kersamenak Kec.Kawalu Kota Tasikmalaya,"1",mwcnukawalu@gmail.com,-,3278010,84,25,25,"2021-06-16 09:19:28","2021-08-24 04:26:21","",""
149,MWC NU SUKARAJA,jl Raya cibalanarik Durotul Jabal belakang Masjid besar Kec Sukaraja kp.empang Rt.004 RW.002 Desa Sukapura Kec.Sukaraja kabTasikmalaya,"085322486722",mwcsukaraja@gmail.com,https://medianu.or.id/,3206130,64,24,24,"2021-06-16 09:43:28","2021-09-15 14:16:43","",""
150,MWC NU PEBAYURAN,Kp. Rumbia Rt 04/02 Desa Karangreja,"","","",3216130,74,14,14,"2021-06-17 06:19:31","2021-09-01 14:56:19",-6.170007154888739,"107.24450164578245"
152,MWC NU KEDUNG WARINGIN,Jl. Rengasbandung Rt 02/05 Desa Karangsambung Kecamatan Kedungwaringin Kabupaten Bekasi,"081284586701","","",3216050,74,14,14,"2021-06-18 06:30:09","2021-09-01 15:01:47",-6.266739873449319,"107.22727123420023"
153,MWC NU CIKARANG SELATAN,Perum. Cikarang Festival Desa Ciantra,"087828124078","","",3216023,74,14,14,"2021-06-18 17:12:20","2021-08-28 05:02:20","",""
154,MWC NU CIBITUNG,"","","","",3216070,74,14,,"2021-06-18 17:13:29","2021-06-18 17:13:29","",""
155,MWC NU TAMBUN SELATAN,"","","","",3216081,74,14,14,"2021-06-18 17:14:36","2021-06-23 16:41:58","",""
156,MWC NU TAMBUN UTARA,Jl. Manggis 2 Kp. Rawa Kalong RT 02 RW 05 Desa Karang Satria,"","","",3216082,74,14,14,"2021-06-18 17:15:20","2021-09-01 14:42:08",-6.2293454248618145,"107.04222977628145"
157,MWC NU BABELAN,Kp. Kerangkeng Rt 003/002 Desa Buni Bakti,"085894796925","","",3216090,74,14,14,"2021-06-18 17:15:59","2021-09-01 15:06:56",-6.108089069145974,"107.0339047836167"
158,MWC NU TARUMAJAYA,"Jl. Tarumajaya Raya No.1, Setiamulya, Kec. Tarumajaya, Bekasi, Jawa Barat 17213","081289245875","",https://mwcnutarumajaya.or.id/,3216100,74,14,14,"2021-06-18 17:16:40","2021-09-01 14:39:24",-6.126837297393516,"106.99156820657187"
159,MWC NU TAMBELANG,"","","","",3216110,74,14,,"2021-06-18 17:17:18","2021-06-18 17:17:18","",""
160,MWC NU SUKAWANGI, Jl. Raya Sukawangi No.1 Ds. Sukawangi,"","","",3216111,74,14,14,"2021-06-18 17:18:00","2021-09-01 14:43:37",-6.148304414146855,"107.12619318398498"
161,MWC NU SUKATANI,Ponpes Al Istighotsah Assalafi Kp. Buniayi RT 01/02 Desa Sukarukun,"","",https://alistighotsahsukatani.business.site/,3216120,74,14,14,"2021-06-18 17:18:40","2021-09-01 15:00:28",-6.2145526472676655,"107.16604676900764"
162,MWC NU SUKAKARYA,"","","","",3216121,74,14,,"2021-06-18 17:20:45","2021-06-18 17:20:45","",""
163,MWC NU CABANGBUNGIN,"","","","",3216140,74,14,,"2021-06-18 17:22:00","2021-06-18 17:22:00","",""
164,MWC NU MUARA GEMBONG,"Jl. Jaya Sakti, Jayasakti, Muara Gembong, Bekasi, Jawa Barat 17720","","","",3216150,74,14,14,"2021-06-18 17:22:47","2021-09-01 14:59:38",-6.029465183915578,"107.1079841259446"
165,MWC NU CIBARUSAH,"","","","",3216030,74,14,14,"2021-06-18 17:23:27","2021-09-17 14:16:04","",""
166,MWC NU CIKARANG BARAT,Jl. Infeksi kali rt 003/011 Kp. Cikedokan Malang Desa Suka danau,"085710004497","","",3216071,74,14,14,"2021-06-18 17:24:11","2021-09-01 15:06:00",-6.3336595493168595,"107.08052246450309"
167,CILODONG,Jl. H. Abd. Ghani II Rt 02/02 Kel. Kalibaru Kec. Cilodong,"082210286078",mwcnucilodong@gmail.com,-,,82,4,4,"2021-06-24 14:03:43","2021-06-29 15:44:18",-6.446652,"106.838897"
168,CIPAYUNG,Jl. Rawa Indah Rt 03/02 No.14 Kel. Bojong Pondok Terong Kecamatan Cipayung Kota Depok,"085973986968",d.mwcnucipayung@gmail.com,"",,82,4,4,"2021-06-24 14:31:23","2021-06-29 15:42:52",-6.433137,"106.804536"
170,CINERE,Jl. Madrasah 1 No.24 Rt 026/003 Kel.Gandul Kec. Cinere Kota Depok,"085781463379",Nu.mwccinere@gmail.com,"",,82,4,4,"2021-06-28 09:52:02","2021-06-29 15:43:30",-6.342453,"106.784815"
171,CIMANGGIS,"Jl. Alamanda Areman Rt 08/07 Kelurahan Tugu, Kec. Cimanggis Kota Depok","088219975483","","",,82,4,4,"2021-06-28 09:56:50","2021-06-29 15:43:58","",""
172,TAPOS,Pondok Pesantren Tb. Pangeling Jalan Raya Tapos Kota Depok,"085715114067",nutaposmwc@gmail.com,-,,82,4,4,"2021-06-28 10:01:01","2021-06-29 15:28:21",-6.421764,"106.888061"
173,BOJONG SARI,"Pondok Pesantren Al Kamilah, Jalan Serua Raya Rt 03/05 No.06 Kel. Serua Kec. Bojong Sari Kota Depok","08121909413","","",,82,4,4,"2021-06-28 10:06:41","2021-09-15 17:37:02",-6.367799,"106.733644"
174,LIMO,Jl. H. Midi II No.7 Rt.05/02 Pondok Pesantren Sirojussa'adah,"081218010685","","",,82,4,4,"2021-06-29 14:14:28","2021-08-30 05:25:06",-6.365357,"106.773794"
175,SAWANGAN,Jl. Abdul Wahab No.48 Rt 02/07 Kel. Kedaung Kec. Sawangan Kota Depok,"085778606098",mwcnukecsawangan@gmail.com,"",,82,4,4,"2021-06-29 15:16:15","2021-06-29 15:29:26",-6.363122,"106.748636"
176,SUKMAJAYA,Masjid Jami Muhammad Yusuf Jl. Pesona Khayangan No.11 Mekarjaya Kec. Sukmajaya 16411,"081806881045",mwcsukamajaya@gmail.com,"",,82,4,4,"2021-06-29 15:46:57","2021-06-29 15:55:59",-6.38047013494601,"106.84128376679018"
177,PANCORAN MAS,"","08118901891","","",,82,4,4,"2021-06-29 15:50:43","2021-09-15 17:38:11","",""
178,BEJI,PERUM DEPOK MULYA Jl. Losari Blok AI No. A1 ,"082111880313",dsuandi789@gmail.com,"",,82,4,4,"2021-06-29 15:51:14","2021-09-01 14:34:51",-6.3771257047489005,"106.8155355408034"
179,MWC NU KARANGSEMBUNG,Griya Karangsembung Permai karangsembung,"08998707092","",nucirebon.or.id,3209050,86,8,8,"2021-07-02 06:16:38","2021-07-30 07:09:32",-6.843103162795902,"108.64005382578995"
180,MWCNU TALUN,"Desa Kecomberan, Talun","081313332555","",nucirebon.or.id,3209111,86,8,8,"2021-07-02 07:22:49","2021-08-07 06:48:48",-6.753922482897561,"108.51171569900661"
181,MWCNU GUNUNG JATI,"Desa Jatimerta, Gunungjati
","085317821184",data.nukabcirebon@gmail.com,nucirebon.or.id,3209171,86,8,8,"2021-07-02 07:41:34","2021-08-04 15:53:45",-6.6583238289895075,"108.54550781361176"
182,MWCNU SUSUKANLEBAK,Blok Wage Ds Susukantonggoh,"085224984084","",nucirebon.or.id,3209061,86,8,8,"2021-07-02 07:59:09","2021-07-30 07:09:07",-6.853170227534397,"108.61511627537998"
183,MWC Bogor Barat,"PP Riyadhul 'Anam Al Arfah, Jl. Sirnasari, RT.02 RW.09, Kelurahan Sindang Barang Kec. Bogor Barat","081572427420",mwcnubogbar@gmail.com,http://www.mwcnubogbar.com,3271050,77,3,3,"2021-07-03 00:47:04","2021-09-19 02:41:32",-6.577045,"106.760576"
184,MWC Bogor Utara,Jl. Mandala RW 009 Kelurahan Ciparigi Kecamatan Bogor Utara,"081272861959",mwcnubogorutara@gmail.com,www.pcnukotabogor.or.id,3271030,77,3,,"2021-07-03 00:49:29","2021-07-03 00:49:29","",""
185,MWC Bogor Selatan,"Jl. Cibeureum RT 007 RW 005, Kelurahan Mulyaharja, Kecamatan Bogor Selatan","085221070008", misbahudin465@gmail.com,"",3271010,77,3,3,"2021-07-03 00:55:21","2021-09-19 02:40:02","",""
186,MWC NU SARIWANGI,Kp. Bojongpetir Desa Sariwangi kec. sariwangi kab. tasikmalaya,"085213868995",mwcnusariwangi30@gmail.com,https://medianu.or.id/,3206211,64,24,24,"2021-07-05 11:04:09","2021-09-16 13:32:42","",""
188,MWC NU CULAMEGA,Alamat Jalan Raya Gubernur sewaka no 1 Culamega Tasikmalaya pos 46188,"0813238592",mwcnuculamega@gmail.com,https://medianu.or.id/,3206072,64,24,24,"2021-07-05 11:45:00","2021-09-15 12:30:52","",""
189,MWC NU CIBALONG,Jl.karangnunggal RT 04 RW 04 Desa Cibalong Kec. Cibalong,"085747936185",mwccibalong@gmail.com,https://medianu.or.id/,3206060,64,24,24,"2021-07-05 11:55:37","2021-09-16 11:41:14","",""
190,MWC NU SUKARATU,Kp. Gunungbalong Ds. Gunungsari Kec. Sukaratu,"082119424188",mwcnusukaratu@gmail.com,https://medianu.or.id/,3206221,64,24,24,"2021-07-05 12:04:53","2021-09-16 08:35:54","",""
191,MWC NU SODONGHILIR, Jl. Raya Sodonghilir Kp. Sodong RT 002/001 Desa Sodonghilir-Tasikmalaya Kode Pos 46473,"081323060776",mwcsodonghilir@gmail.com,https://medianu.or.id/,3206090,64,24,24,"2021-07-05 12:17:36","2021-09-16 13:31:08","",""
192,MWC NU LEUWISARI,Kp. Cijoho Rt. 30 Rw. 02 Desa. Arjasari Kec. Leuwisari,"081323811488",mwcnuleuwisari@gmail.com,https://medianu.or.id/,3206210,64,24,24,"2021-07-05 12:27:11","2021-09-16 08:33:23","",""
193,MWC NU CIAWI,Ponpes Nurul Ulum Kp. Pasirpari RT. 02 RW. 07 Desa. Pasirhuni Kec. Ciawi,"081284775905",mwcnuciawi36@gmail.com,https://medianu.or.id/,3206260,64,24,24,"2021-07-05 12:33:08","2021-09-16 08:27:14","",""
194,MWC NU PAGEURAGEUNG,KP. Cimangliud Rt 01 Rw 01 Desa Sukadana Kec. Pageurageung,"082321139173",mwcnupagerageung@gmail.com,https://medianu.or.id/,3206270,64,24,24,"2021-07-05 12:43:06","2021-09-18 08:19:56","",""
195,MWC NU SALAWU,"Kp. Nanggerang RT.027 RW.004 Desa Salawu, Kecamatan Salawu, Kabupaten Tasikmalaya","085314870889",mwcnukecsalawu20@gmail.com,https://medianu.or.id/,3206110,64,24,24,"2021-07-05 12:49:20","2021-09-16 13:29:43","",""
197,MWC NU SUKARESIK,Pesantren Al-Manshuriyah cimanggu desa sukamenak kecamatan sukaresik,"081380281985",mwcnuskrsk@gmail.com,https://medianu.or.id/,3206271,64,24,24,"2021-07-06 06:30:56","2021-09-15 11:57:45","",""
198,MWC NU KADIPATEN,"Kp. Gentong Rt. 02 RW. 01 Desa, Buniaasih Kec. Kadipaten","082116073766",mwcnukadipaten37@gmail.com,https://medianu.or.id/,3206261,64,24,24,"2021-07-06 06:47:00","2021-09-16 08:28:13","",""
199,MWC NU JAMANIS,Jl Tonjong Kp. Lengkong Desa. Sindangraja Kec. Jamanis,"085223294166",jamanismwcnu@gmail.com,https://medianu.or.id/,3206250,64,24,24,"2021-07-06 07:01:58","2021-09-16 08:29:22","",""
200,MWC NU RAJAPOLAH,Komplek Al-Mahbubah Kp. Bungursari Ds. Sukaraja Kec. Rajapolah,"081320045666",mwcnu.rajapolah@gmail.com,https://medianu.or.id/,3206240,64,24,24,"2021-07-06 10:35:58","2021-09-16 08:30:59","",""
201,MWC NU SUKAHENING,Kp. Sukahening Ds. Sukahening Kec. Sukahening,"087897551997",mwcnusukahening@gmail.com,https://medianu.or.id/,3206231,64,24,24,"2021-07-06 10:46:52","2021-09-16 08:29:59","",""
202,MWC NU CISAYONG,KP. Nagarawangi rt.02/04 desa Nusawangi kec. CISAYONG,"081222952669",mwcnucisayong@gmail.com,https://medianu.or.id/,3206230,64,24,24,"2021-07-06 10:57:55","2021-09-16 13:31:55","",""
203,MWC NU PADAKEMBANG,Kp. Sindangsari Ds. Rancapaku Kec. Padakembang,"085223483892",mwcpdk29@gmail.com,https://medianu.or.id/,3206212,64,24,24,"2021-07-06 11:23:23","2021-09-16 08:32:11","",""
204,MWC NU CIGALONTANG,Kp. Cibeureum Ds. Nangerang Kec. Cigalontang,"081224568446",mwcnukeccigalontang@gmail.com,https://medianu.or.id/,3206200,64,24,24,"2021-07-06 11:40:09","2021-09-16 08:38:43","",""
205,MWC NU SUKARAME,Kp. Cantilan Desa. Sukarame Kec. Sukarame,"085320285172",mwcnusukaramee@gmail.com,https://medianu.or.id/https://medianu.or.id/,3206191,64,24,24,"2021-07-06 11:54:32","2021-09-16 08:37:09","",""
206,MWC NU MANGUNREJA,Kp. Sindangsari Ds. Sukasukur Kec. Mangunreja,"081211305428",mwcnumangunreja25@gmail.com,https://medianu.or.id/,3206192,64,24,24,"2021-07-06 12:11:10","2021-09-16 08:37:53","",""
207,MWC NU GUNUNGTANJUNG,"Jl. Raya Gunungtanjung Kp. Tawangsari RT 003 RW 003 Désa/ Kec. Gunungtanjung no 40
Kode Pos : 46418","085220881597",mwcgunungtanjung1926@gmail.com,https://medianu.or.id/,3206161,64,24,24,"2021-07-06 12:50:02","2021-09-17 07:50:27","",""
208,MWC NU MANONJAYA,Komplek Pst. Manarul Huda Kp. Walagar RT. 01 RW.  01 Ds. Kamulyan,"081320544542",mwcnumanonjaya@gmail.com,https://medianu.or.id/,3206160,64,24,24,"2021-07-06 12:59:53","2021-09-17 07:49:37","",""
209,MWC NU KARANGJAYA,Dusun Sukarapih RT 05 Rw 02 Desa karangjaya Kecamatan Karangjaya Kabupaten Tasikmalaya,"082315777417",mwcnukecamatankarangjaya@gmail.com,https://medianu.or.id/,3206151,64,24,24,"2021-07-06 13:08:39","2021-09-16 08:19:43","",""
210,MWC NU CINEAM,"Sekretariat: Kp. Babakan RT 004/001 Desa Ciampanan Kec. Cineam-Tasikmalaya 
Kode Pos 46198 ","081323183645",mwcnucineam@gmail.com,https://medianu.or.id/,3206150,64,24,24,"2021-07-06 13:14:02","2021-09-17 07:50:00","",""
211,MWC NU JATIWARAS,"Alamat Komplek pesantren Baiturrohmah
Jln raya jatiwaras kmp.Demunglandung Rt/Rw.002/001 Ds.papayan kec. jatiwaras kab. Tasikmalaya","082118798921",mwcnujatiwaras@gmail.com,https://medianu.or.id/,3206141,64,24,24,"2021-07-06 13:26:22","2021-09-18 08:40:29","",""
212,MWC NU SALOPA,Kp. Haurkuning Ds. Mandalaguna Kec. Salopa,"085221852544",mwcnusalopa@gmail.com,https://medianu.or.id/,3206140,64,24,24,"2021-07-06 13:36:15","2021-09-16 08:41:41","",""
213,MWC NU PUSPAHIANG,"Kp. Cilongan, KM. 8 Jl.Raya Puspahiang Kab.Tasikmalaya","085323909484",mwcnupuspahiang@gmail.com,https://medianu.or.id/,3206111,64,24,24,"2021-07-06 13:47:55","2021-09-16 11:33:16","",""
214,MWC NU TARAJU,Komplek Ponpes Miftahul  Huda Kp.  Kp. Cigolong Rt/Rw 024/006 Desa Singasari Taraju-Tasikmalaya Kode Pos 46474,"085223381408",mwcnutaraju@gmail.com,https://medianu.or.id/,3206100,64,24,24,"2021-07-06 13:55:20","2021-09-16 13:30:16","",""
215,MWC NU KARANGNUNGGAL,Jl. Adiwinata Kp. Cipari RT. 01 RW. 03 Desa Karangmekar Kec. Karangnunggal.,"082358902021",mwcnukarangnunggal@gmail.com,https://medianu.or.id/,3206020,64,24,24,"2021-07-06 14:07:22","2021-09-16 13:31:32","",""
216,MWC NU PANCATENGAH,Kp. Bongas Desa. Bongas Kec. Pancatengah,"081323134477",mwcnupancatengah@gmail.com,https://medianu.or.id/,3206040,64,24,24,"2021-07-06 14:20:02","2021-09-16 08:24:44","",""
217,MWC NU CIKALONG,Jl Cikalong Km. 01 Desa. Cikalong Kec. Cikalong,"082128789068",mwcnucikalong@gmail.com,https://medianu.or.id/,3206030,64,24,24,"2021-07-06 14:28:36","2021-09-16 08:23:16","",""
218,MWC NU CIKATOMAS,Jln Raya CIkatomas No. 245 Desa. Pakemitan Kec. Cikatomas,"085223051696",mwcnucikatomas@gmail.com,https://medianu.or.id/,3206050,64,24,24,"2021-07-06 14:38:19","2021-09-16 08:24:16","",""
219,MWC NU BANTARKALONG,Jl. Pemuda II Kp. Karangsari RT 008/001 Desa Hegarwangi Bantarkalong-Tasikmalaya Kode Pos 46187,"085353075212",mwcbantarkalong@gmail.com,https://medianu.or.id/,3206070,64,24,24,"2021-07-06 14:48:03","2021-09-16 11:42:38","",""
220,MWC NU BOJONGASIH,"Jl. Raya Bojongasih Kp.Sawahlega Rt 04 Rw 08 Bojongngasih Tasikmalaya,","081214246569",mwcnubojongasih@gmail.com,https://medianu.or.id/,3206071,64,24,24,"2021-07-06 14:57:20","2021-09-16 13:30:40","",""
221,MWC NU BOJONGGAMBIR,Jl. Raya Ciawi No. 74 Bojonggambir Tasikmalaya,"08122474885",mwcnubogam@gmail.com,https://medianu.or.id/,3206080,64,24,24,"2021-07-06 15:05:27","2021-09-15 11:58:31","",""
222,MWC NU PARUNGPONTENG,PONPES CIWALINI DESA CIBUNGUR KECAMATAN PARUNGPONTENG,"081311259160",mwcnukecamatanparungponteng@gmail.com,https://medianu.or.id/,3206061,64,24,24,"2021-07-09 11:43:18","2021-09-15 10:03:13","",""
224,MWC Cicalengka,Cicalengka,"","","",3204100,62,18,,"2021-07-26 09:38:22","2021-07-26 09:38:22","",""
225,MWC NU Babakan Madang,YPI Insan Cita Kp.Cipambuan RT.04/02 Desa Kadumanggu Kec.Babakan Madang Kab.Bogor 16811,"081219824449",mukhlis1976.mm@gmail.com,Fb.mwcnubabakanmadang,3201140,59,2,2,"2021-07-28 06:55:51","2021-09-01 06:36:16","-6,543,490","106,852,497"
226,MWC Bojong Gede,Kedung Jiwa Desa Kedung Waringin Kecamatan Bojonggede,"081290802100",mwcnu.bojonggede1926@gmail.com,MWC NU Bojonggede (Fb dan Youtube),3201220,59,2,2,"2021-07-28 06:56:49","2021-09-09 05:17:59","64.535.961","1.067.990.205"
227,MWC Caringin,Kp. Cisempur rt.01/02 ds. Cinagara caringin bogor,"6281388215661",mwcnucaringin01@gmail.com,"",3201090,59,2,2,"2021-07-28 06:57:22","2021-09-09 05:33:56","-6,7318927, 106,8210913","-6,7318927, 106,8210913"
228,MWC Cariu,"","","","",3201160,59,2,,"2021-07-28 06:57:57","2021-07-28 06:57:57","",""
229,MWC Ciampea,KP. CIBADAK KAUM RT 003/002 DESA CIBADAK,"081510951103",ponpesarridho19@gmail.com,M. TARYANI,3201050,59,2,2,"2021-07-28 06:58:21","2021-09-09 05:28:58",-642.699,"10.668.169"
230,MWC Ciawi,Pesantren Al-Fakhriyah. Jl. Veteran III (tapos) Rt. 01/03 Kp. Caringin Desa Banjarsari Kecamatan Ciawi Kabupaten Bogor,"081316130881",Junaedi_haz@yahoo.com,WhatAps,3201100,59,2,2,"2021-07-28 06:58:45","2021-09-09 05:21:31",-6.681.552,"106.871.184"
231,MWC Cibinong,Jl. Lingkungan Kayu Manis No.30 Rt.02/01 cibinong bogor Jawa barat 16911,"085817508780",muhamadjarkasih67@gmail.com,-,3201210,59,2,2,"2021-07-28 06:59:21","2021-09-07 09:58:20",-6.479.558,"106.857.535"
232,MWC Cibungbulang,Jl. KH. Abdul Hamid Kp. Cemplang Rt. 04/01 Cibungbulang Bgr,"081546053029",abdullatif16177@gmail.com,-,3201040,59,2,2,"2021-07-28 06:59:52","2021-09-09 05:13:35",-6.193.125,"106.821.810"
233,MWC NU Cigombong,Jl. Mayjen HR Edi Sukma Kp. Tambakan RT 002/001 Desa Wates Jaya Kec. Cigombong Kab. Bogor,"081320445227",nucigombong@gmail.com,Mwc NU Cigombong (Facebook) ,3201081,59,2,2,"2021-07-28 07:02:34","2021-09-09 05:15:16","-6,7416798","6.683.991"
234,MWC Cigudeg,"","","","",3201270,59,2,,"2021-07-28 07:03:06","2021-07-28 07:03:06","",""
235,MWCNU Cijeruk,Kampung Kawung Luwuk RT 02 RW 07 Desa Cijeruk Kecamatan Cijeruk kabupaten Bogor,"085880156143",ma.cahayahati.cijeruk@gmail.com,"",3201080,59,2,2,"2021-07-28 07:03:33","2021-09-14 14:36:26",-6.965.432,-70.987.654
236,MWCNU Cileungsi,Kp. Dayeuh RT 001/001 Ds. Dayeuh Kec. Cileungsi Kab. Bogor,"081293240260",anggagunaefi34049@gmail.com,MWCNU Cileungsi (ig),3201180,59,2,2,"2021-07-28 07:04:04","2021-09-01 06:51:16","-6,438,589","106,953,837"
237,MWC NU Gunung Putri,Jln.Letda Natsir No.60 RT.01 RW.01 Desa Nagrak Kecamatan Gunung Putri Kabupaten Bogor,"082111114888",hajiabas2017@gmail.com,"FB, IG dan YouTube ( Gunung Putri )",3201190,59,2,2,"2021-07-29 04:46:14","2021-09-09 14:10:57","-6,3921618","106,9383997"
238,MWC NU Leuwiliang,Kampus Aswaja IUQI Leuwiliang,"089611374566",Mwclw26@gmail.com,MWC NU leuwiliang,3201020,59,2,2,"2021-07-29 04:54:25","2021-09-01 06:28:26","",""
239,MWCNU KARANGWARENG,"Desa Karangsuwung, Kecamatan Karangwareng","08112449224",data.nukabcirebon@gmail.com,"",,86,8,,"2021-07-29 05:22:57","2021-07-29 05:22:57",-6.83382001126051,"108.63559722402941"
240,MWCNU ASTANAJAPURA,Desa Japura Kidul (Dekat Pasar Asjap),"085226470387",data.nukabcirebon@gmail.com,"",3209080,86,8,,"2021-07-29 05:42:56","2021-07-29 05:42:56",-6.812391811637275,"108.64385213445104"
241,MWCNU KAPETAKAN,"Desa Pegagan Kidul, Kapetakan","082318427404",data.nukabcirebon@gmail.com,"",3209180,86,8,,"2021-07-29 06:29:48","2021-07-29 06:29:48",-6.584418993939163,"108.49185098224169"
242,MWCNU LEMAHABANG,"Desa Ciawi, Lemahabang","082219425551",data.nukabcirebon@gmail.com,"",3209060,86,8,,"2021-07-29 06:48:33","2021-07-29 06:48:33",-6.828914394527034,"108.62782822482122"
243,MWCNU CIWARINGIN,"Desa Gintungranjeng, Ciwaringin","081324403272",data.nukabcirebon@gmail.com,"",3209210,86,8,,"2021-07-29 07:06:50","2021-07-29 07:06:50",-6.66672204660479,"108.38125560162449"
244,MWCNU KEDAWUNG,Masjid Al Ikhlas Desa Kedawung,"082214715211",data.nukabcirebon@gmail.com,"",3209162,86,8,,"2021-07-29 07:25:01","2021-07-29 07:25:01",-6.730078297047476,"108.52174782737475"
245,MWCNU PABUARAN,"Desa Pabuaran Lor, Pabuaran","081214031917",data.nukabcirebon@gmail.com,"",3209021,86,8,,"2021-07-30 07:00:40","2021-07-30 07:00:40",-6.902237453643119,"108.72066511126576"
246,MWCNU ARJAWINANGUN,"Desa Tegalgubug, Arjawinangun","08122497051",data.nukabcirebon@gmail.com,"",3209200,86,8,,"2021-07-30 07:15:56","2021-07-30 07:15:56",-6.606007592271248,"108.39551343620357"
247,MWCNU BEBER,"Desa Beber, Beber","081214169326",data.nukabcirebon@gmail.com,"",3209100,86,8,,"2021-07-30 07:28:14","2021-07-30 07:28:14",-6.815771968714303,"108.51658111643582"
248,MWCNU CILEDUG,"PP Al Ma'arif Desa Jatiseeng, Ciledug","081395777606",data.nukabcirebon@gmail.com,"",3209020,86,8,,"2021-07-30 08:40:56","2021-07-30 08:40:56",-6.903710074109676,"108.73958086785261"
249,MWCNU DEPOK,PP Sabilulmuttaqin Desa Warugede,"081313022022",data.nukabcirebon@gmail.com,"",3209141,86,8,,"2021-07-30 09:21:01","2021-07-30 09:21:01",-6.748124459470906,"108.42420840832695"
250,MWC NU KECAMATAN CISURUPAN ,Kp. Pasir Pari Desa. Balewangi Kecamatan Cisurupan Kabupaten Garut Provinsi Jawa Barat,"082121686607",mwcnucisurupangarut@gmail.com,-,3205160,89,23,,"2021-08-02 14:18:22","2021-08-02 14:18:22","-7.303791613593914, 107.7935620468494","-7.303791613593914, 107.7935620468494"
257,MWC NU TEGALWARU ,Kp.naringgul Rt 008 Rw 004 Desa Kutalanggeung ,"085774635574",-,-,3215011,73,15,15,"2021-08-04 09:18:48","2021-08-04 09:37:21","7.3439653","107.1806292"
258,MWC NU CIBUAYA ,Kp.Katileung Rt 04 Rw 04 Kec.Cibuaya Kab. Karawang ,"082122805566",hazziedhany999@gmail.com,-,3215170,73,15,15,"2021-08-04 10:08:22","2021-08-04 10:58:20","6.029481","107.2433193"
259,MWC NU KARAWANG BARAT ,Jln.Parahiyangan Rt 05 Rw 10 Kel. Adiarsa Barat ,"085716371083",mwcnukarawangbarat@gmail.com,-,3215113,73,15,15,"2021-08-04 10:26:51","2021-08-09 06:53:10","6.3180134","107.3064449"
260,MWC NU KUTAWALUYA ,Dusun Kedungmundu Rt 011 Rw 004 Desa Kutakarya ,"085691701761",-,-,3215140,73,15,15,"2021-08-04 12:00:03","2021-08-04 12:00:12","6.5906678","107.768447"
261,MWCNU DUKUPUNTANG,"Desa Sindangjawa, Dukupuntang","081324300678",data.nukabcirebon@gmail.com,"",3209121,86,8,,"2021-08-04 14:44:29","2021-08-04 14:44:29",-6.767583043148928,"108.41906865065526"
262,MWCNU BABAKAN,"Desa Pakusamben, Babakan","082127257840",data.nukabcirebon@gmail.com,"",3209040,86,8,8,"2021-08-04 15:00:55","2021-08-04 15:54:41",-6.858423374020589,"108.721948101202"
263,MWCNU GEGESIK,"Desa Jagapura, Gegesik","081802389027",data.nukabcirebon@gmail.com,"",3209230,86,8,,"2021-08-04 15:14:48","2021-08-04 15:14:48",-6.532674319264755,"108.42433515759015"
264,MWCNU GEMPOL,"Desa Winong, Gempol","081321466545",data.nukabcirebon@gmail.com,"",3209211,86,8,8,"2021-08-04 15:27:41","2021-08-04 15:33:27",-6.664223707006822,"108.41432012966179"
265,MWCNU GREGED,"Desa Gemulung Lebak, Greged","087824195484",data.nukabcirebon@gmail.com,nucirebon.or.id,3209101,86,8,,"2021-08-04 15:56:46","2021-08-04 15:56:46",-6.803306870359873,"108.57036874815637"
266,MWCNU JAMBLANG,Blok Kertayasa Desa Wangunharja,"081312309993",data.nukabcirebon@gmail.com,nucirebon.or.id,3209191,86,8,,"2021-08-05 02:42:10","2021-08-05 02:42:10",-6.672825815055957,"108.46650863646838"
267,MWCNU KALIWEDI,"Desa Wargabinangun, Kaliwedi","08122140568",data.nukabcirebon@gmail.com,nucirebon.or.id,3209231,86,8,,"2021-08-05 02:49:26","2021-08-05 02:49:26",-6.572652559688849,"108.39984322327479"
268,MWCNU KLANGENAN,"Desa Klangenan, Klangenan","085763807600",mwcnuklangenan99@gmail.com,nucirebon.or.id,3209190,86,8,,"2021-08-05 03:01:35","2021-08-05 03:01:35",-6.636035802765186,"108.45874925912348"
269,MWCNU LOSARI,"Desa Panggangsari, Losari","082324278640",mwcnulosari@gmail.com,nucirebon.or.id,3209030,86,8,,"2021-08-05 03:18:06","2021-08-05 03:18:06",-6.832052711498522,"108.80229599695768"
270,MWCNU PABEDILAN,"Desa Kalimukti, Pabedilan","082217365858",mwcnupabedilana26@gmail.com,nucirebon.or.id,3209031,86,8,,"2021-08-05 03:58:13","2021-08-05 03:58:13",-6.8408224767305175,"108.77383852883017"
